State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny Theft,Motor Vehicle Theft,Arson
MICHIGAN,STERLING HEIGHTS,2014,131604,101,0,16,13,72,981,130,778,73,7
MICHIGAN,WARREN,2014,135080,288,3,39,62,184,1563,340,993,230,8
MISSOURI,SPRINGFIELD,2014,165280,942,5,136,181,620,5719,864,4294,561,29
MISSOURI,KANSAS CITY,2014,468417,2735,35,191,707,1802,10823,2524,6336,1963,111
MISSOURI,ST. LOUIS,2014,318574,2284,58,144,594,1488,8616,1756,5435,1425,86
MISSOURI,COLUMBIA,2014,116847,162,2,30,43,87,1908,265,1565,78,6
MISSOURI,INDEPENDENCE,2014,117321,223,1,25,50,147,3182,505,2271,406,17
MONTANA,BILLINGS,2014,110245,195,2,41,28,124,2345,326,1758,261,3
NEVADA,HENDERSON,2014,274121,198,1,33,69,95,2725,692,1788,245,11
NEVADA,NORTH LAS VEGAS,2014,229436,877,4,40,223,610,2795,1019,1335,441,10
NEVADA,RENO,2014,235055,530,3,60,141,326,3144,626,2180,338,7
NEW HAMPSHIRE,MANCHESTER,2014,110571,342,3,25,110,204,1855,357,1415,83,12
NEW YORK,YONKERS,2014,200624,475,2,10,152,311,928,190,652,86,10
NEW YORK,SYRACUSE,2014,144534,526,6,33,164,323,2682,665,1890,127,24
NEW YORK,AMHERST TOWN,2014,118860,64,1,5,22,36,905,71,815,19,2
NEW YORK,ROCHESTER,2014,210347,776,19,93,286,378,3874,826,2746,302,50
NORTH DAKOTA,FARGO,2014,115686,187,3,39,30,115,1303,210,1014,79,6
OHIO,AKRON,2014,197891,679,8,89,176,406,4007,1234,2536,237,30
OHIO,CINCINNATI,2014,297671,1258,39,114,634,471,7663,2269,4874,520,158
OHIO,CLEVELAND,2014,388655,2499,26,266,1408,799,9537,3113,4687,1737,138
OHIO,COLUMBUS,2014,830811,2336,49,394,1035,858,16327,4073,10848,1406,277
OHIO,DAYTON,2014,143217,619,17,74,267,261,3586,1166,2160,260,32
OKLAHOMA,OKLAHOMA CITY,2014,617975,2354,20,196,522,1616,13332,3146,8375,1811,42
OKLAHOMA,BROKEN ARROW,2014,104592,64,0,12,26,26,754,157,552,45,7
OKLAHOMA,TULSA,2014,399556,1590,18,176,428,968,9844,2619,6059,1166,68
OREGON,SALEM,2014,162028,261,0,29,51,181,3411,444,2639,328,14
OREGON,EUGENE,2014,159882,287,1,42,84,160,3252,539,2427,286,15
PENNSYLVANIA,ALLENTOWN,2014,118710,269,4,34,130,101,1887,478,1269,140,4
PENNSYLVANIA,ERIE,2014,100403,177,3,24,47,103,1204,326,844,34,13
PENNSYLVANIA,PHILADELPHIA,2014,1559062,7661,115,577,3294,3675,24285,4566,17078,2641,197
RHODE ISLAND,PROVIDENCE,2014,178640,421,7,45,133,236,3090,671,2011,408,15
SOUTH CAROLINA,CHARLESTON,2014,129867,135,5,13,40,77,1473,181,1217,75,2
SOUTH CAROLINA,NORTH CHARLESTON,2014,105594,364,8,43,101,212,2762,379,2136,247,5
SOUTH DAKOTA,SIOUX FALLS,2014,167339,395,2,78,48,267,2309,402,1778,129,12
TENNESSEE,NASHVILLE,2014,647689,3489,20,258,642,2569,11209,2321,8396,492,51
TENNESSEE,MURFREESBORO,2014,119005,280,6,27,55,192,1921,332,1500,89,2
TENNESSEE,MEMPHIS,2014,654922,5633,65,269,1553,3746,18200,5148,11709,1343,151
TENNESSEE,CLARKSVILLE,2014,144639,438,6,36,54,342,2071,471,1509,91,14
TENNESSEE,CHATTANOOGA,2014,174449,883,17,60,182,624,5503,991,3999,513,6
TENNESSEE,KNOXVILLE,2014,184362,789,7,63,194,525,5993,982,4614,397,6
TEXAS,LEWISVILLE,2014,102439,98,0,18,25,55,1257,214,897,146,1
TEXAS,PLANO,2014,277822,249,2,47,81,119,2674,345,2184,145,13
TEXAS,PEARLAND,2014,102516,72,1,19,11,41,927,121,777,29,3
TEXAS,MCKINNEY,2014,152806,110,2,16,27,65,1357,192,1090,75,6
TEXAS,FRISCO,2014,141940,57,1,10,6,40,1226,219,974,33,6
TEXAS,FORT WORTH,2014,804907,2243,30,272,580,1361,15642,3642,10867,1133,80
TEXAS,DENTON,2014,125248,189,0,64,31,94,1325,201,1065,59,0
TEXAS,COLLEGE STATION,2014,101483,85,0,13,21,51,1158,292,833,33,0
TEXAS,AMARILLO,2014,197724,688,3,133,144,408,4464,892,3142,430,15
UTAH,SALT LAKE CITY,2014,192368,666,1,113,193,359,7355,730,5807,818,46
VIRGINIA,ALEXANDRIA,2014,151065,133,2,9,77,45,1424,102,1185,137,8
VIRGINIA,CHESAPEAKE,2014,232489,472,4,34,82,352,3103,572,2410,121,11
VIRGINIA,HAMPTON,2014,136590,168,5,21,50,92,2064,255,1706,103,14
VIRGINIA,NEWPORT NEWS ,2014,182374,363,11,36,94,222,2750,481,2098,171,33
VIRGINIA,NORFOLK,2014,247078,572,19,52,158,343,4516,600,3694,222,13
VIRGINIA,RICHMOND,2014,216747,604,23,12,264,305,4003,840,2830,333,26
VIRGINIA,VIRGINIA BEACH,2014,451102,327,12,55,123,137,4720,541,4015,164,33
WASHINGTON,KENT,2014,125837,171,0,33,65,73,3058,445,2126,487,10
WASHINGTON,SEATTLE,2014,663410,1950,13,79,755,1103,20475,3466,14102,2907,40
WASHINGTON,TACOMA,2014,204722,745,7,75,224,439,6008,1502,3658,848,31
WASHINGTON,VANCOUVER,2014,168688,269,4,41,74,150,2625,393,1810,422,27
WISCONSIN,MADISON,2014,245788,400,3,42,101,254,3135,448,2572,115,4
WISCONSIN,GREEN BAY,2014,104979,256,3,26,32,195,1074,184,848,42,5
WISCONSIN,MILWAUKEE,2014,600374,3957,36,192,1551,2178,12303,2416,6966,2921,110
